Infrastructure Type,Infrastructure Name,Road Location,Two Way Travel,Length,ID,Location
Multiuse path,Near Kildonan Dr,Off Road,true,298,W218140,"MULTILINESTRING ((-97.09590747483135 49.949828781975, -97.0959660627487 49.94982480798498, -97.09603675864598 49.94981472922028, -97.09612039628 49.94978440666829, -97.09619788401957 49.94973688867789, -97.09629760643357 49.94966241314691, -97.09636880619554 49.94958259026363, -97.09642787693494 49.9495035440292, -97.09646657019533 49.949442703537215, -97.09647603724359 49.949356012347074, -97.09648697709046 49.94927032113672, -97.09650517756445 49.9492306119243, -97.09654061725742 49.94917557282447, -97.09655183794065 49.949121111961276, -97.09656207985267 49.94905781669181, -97.09660357015942 49.94899803396822, -97.09667816341043 49.94887045217423, -97.09670887660654 49.94882021446348, -97.09674217738018 49.9487426966882, -97.09675785463953 49.94869026056048, -97.09678108818915 49.94863794845385, -97.09677828423835 49.948593991225664, -97.0967490463978 49.94853008403464, -97.09673562521537 49.948486928342284, -97.0967343710116 49.9484420207442, -97.09674555284187 49.948388535024904, -97.09675886095712 49.94831947132974, -97.09676492029239 49.94824248221849, -97.09675479075754 49.94819254992076, -97.09670396080952 49.948100965777584, -97.09661921816048 49.94798735724443, -97.09655514540714 49.947924829794275, -97.09647456450973 49.947859103897095, -97.0963728264933 49.94779303061028, -97.09624063332753 49.94773231205198, -97.09606727955665 49.947641643367, -97.0959088336713 49.9475949287487))"
Multiuse path,Near Kildonan Settler Bridge,Off Road,true,104,W102093,"MULTILINESTRING ((-97.09976844625777 49.95113180242507, -97.09973030650251 49.95111911515113, -97.09971514119187 49.95111438802917, -97.09969974874095 49.95110997740403, -97.09968414565516 49.951105888943104, -97.09966834575965 49.95110212557135, -97.09966121934255 49.95110074408913, -97.09965402871623 49.95109950637331, -97.09964678220422 49.95109841345978, -97.09963948680765 49.95109746456379, -97.0996321493507 49.95109666339514, -97.09962477686986 49.95109600827015, -97.09949982588338 49.95108276709941, -97.09949714627344 49.951082454231994, -97.09949448421771 49.95108208498388, -97.09949184107394 49.951081660276806, -97.09948922241482 49.95108118020212, -97.09948662824033 49.9510806447598, -97.09948406405235 49.951080055839036, -97.09948152988626 49.951079412540906, -97.09947902985078 49.951078716731764, -97.09947656533909 49.95107796843442, -97.09947414049526 49.95107716861631, -97.09947175807025 49.95107631822202, -97.0991623775547 49.95097813742443, -97.09845775901967 49.950750515898626))"
Multiuse path,Near Kildonan Settler Bridge,Off Road,true,7,W31928,"MULTILINESTRING ((-97.09551752509573 49.94979531128182, -97.09560491643082 49.94982314674396))"
Multiuse path,Near Kildonan Settler Bridge,Off Road,true,145,W32278,"MULTILINESTRING ((-97.09741411280788 49.950412576283554, -97.09560491643082 49.94982314674396))"
Multiuse path,Near King Edward St,Off Road,true,2,W66730,"MULTILINESTRING ((-97.20700910985364 49.94578215765922, -97.20699581254536 49.945794173376605))"
Multiuse path,Near King Edward St,Off Road,true,2,W62784,"MULTILINESTRING ((-97.20660518195781 49.94580028530375, -97.20660511838831 49.9457864909805))"
Multiuse path,Near Kings Dr,Off Road,true,61,W124382,"MULTILINESTRING ((-97.12961071925507 49.79937647713781, -97.12955066927279 49.799314102772456, -97.12945905300579 49.7992092587192, -97.12938173696978 49.79910259866289, -97.12932605006647 49.799009080483366, -97.12927595813376 49.79887840767751))"
Multiuse path,Near Kings Dr,Off Road,true,214,W124381,"MULTILINESTRING ((-97.13125987254378 49.80103538143324, -97.13124716260916 49.80101573246011, -97.13127441093481 49.800980636472694, -97.13104473705543 49.80070404566953, -97.13068860143684 49.800322159827616, -97.1305239373327 49.80016574287492, -97.13052353546917 49.800165361137125, -97.13018095771949 49.799839937351514, -97.12969010111172 49.79943307751602))"
Spur route,Near Kings Park Dr,Off Road,true,40,W100157,"MULTILINESTRING ((-97.13812533200107 49.79712456923333, -97.13763277922806 49.79728706637077))"
Spur route,Near Kingsbury Av,Off Road,true,40,W96408,"MULTILINESTRING ((-97.14857354522043 49.949788115124875, -97.14832799691924 49.950106434349905))"
Multiuse path,Near Murray Park Rd,Off Road,true,542,W223669,"MULTILINESTRING ((-97.26411060767049 49.89446532623828, -97.26423523513245 49.894500999990925, -97.26797966223654 49.89464712648986, -97.27163760125258 49.89477483771431))"
Multiuse path,Near Murray Park Rd,Off Road,true,36,W223685,"MULTILINESTRING ((-97.26181429715685 49.89417387071481, -97.261760737839 49.894136087908315, -97.26134084889004 49.89412277774499))"
Multiuse path,Near Murray Park Rd,Off Road,true,254,W223670,"MULTILINESTRING ((-97.2720775674177 49.89479019062985, -97.27226840034172 49.894796849351344, -97.2734691489553 49.8949026617011, -97.27500490715688 49.89496508954707, -97.27535515767632 49.89497474946002, -97.27560160676121 49.89495211548045))"
Multiuse path,Near Murray Park Rd,Off Road,true,8,W223682,"MULTILINESTRING ((-97.26202231577689 49.8943206142768, -97.26194306677229 49.89426470942322))"
Multiuse path,Awasisak Meskanow Greenway,Off Road,true,27,W2050,"MULTILINESTRING ((-97.09607164406054 49.83748972334555, -97.09602580125136 49.837486738250306, -97.09599860400418 49.83748942961651, -97.0958101469682 49.837549737253966, -97.09577442481351 49.837565771158296, -97.09575937444 49.83757833834028, -97.09575449806886 49.83759398562339))"
Multiuse path,Near Murray Park Rd,Off Road,true,2,W223681,"MULTILINESTRING ((-97.26189761102623 49.894232643363296, -97.26187655253476 49.894217787952726))"
Spur route,,Off Road,true,44,W659,"MULTILINESTRING ((-97.12754685073574 49.89451252424525, -97.1274993510209 49.894622408225025, -97.12743875855799 49.89473284886405, -97.12740691885348 49.89482783797036, -97.12739031556144 49.89489767614967))"
Spur route,,Off Road,true,46,W4776,"MULTILINESTRING ((-97.09163967388037 49.944800344597994, -97.09164537532726 49.94475678966173, -97.09166660276784 49.944689514589044, -97.09169442820526 49.94462320257751, -97.09174542183558 49.94454101664669, -97.09177793442137 49.944456807545144, -97.09179192895239 49.9444048241876))"
Multiuse path (unpaved),,Off Road,true,61,W4605,"MULTILINESTRING ((-97.0286210261902 49.82527203328816, -97.02865242440575 49.82515944545822, -97.02866784030121 49.82511405540652, -97.02866891026449 49.82508773572333, -97.02866515070517 49.82506894259346, -97.02864365661932 49.824974686284605, -97.0286290979735 49.82492993806018, -97.02862010962158 49.82488245917889, -97.02861321673957 49.82481029343853, -97.02860635321838 49.82476426342308, -97.0285873039208 49.824729677388))"
Multiuse path,Near Kingsbury Av,Off Road,true,33,W228337,"MULTILINESTRING ((-97.11542246697357 49.93985739044388, -97.11544580619402 49.939861636735365, -97.11545972279141 49.93986218805986, -97.11547003604377 49.939860404851395, -97.11547905742984 49.93985730009298, -97.11548412714536 49.939852180279765, -97.1156434629781 49.93962362734265))"
Spur route,Near Bus Rapid Transit,Off Road,true,56,W3192,"MULTILINESTRING ((-97.1452779670832 49.86183394343926, -97.14525345456276 49.86174965231622, -97.14528500189697 49.861650247108926, -97.14532222534457 49.861506101283815, -97.14533496979224 49.86143201312561, -97.14537810403242 49.861340478702864))"
Multiuse path,Near Bus Rapid Transit,Off Road,true,94,W212282,"MULTILINESTRING ((-97.15125152019701 49.85458441506301, -97.15144352574386 49.854420673936254, -97.15170409424094 49.854217993050284, -97.15178980514067 49.854180439066425, -97.15185325481917 49.854140305964464, -97.15208703637187 49.85397408655033, -97.15211596505071 49.8539535180555))"
Multiuse path,Near Bus Rapid Transit,Off Road,true,210,W3502,"MULTILINESTRING ((-97.14683630676846 49.86044416954532, -97.14677134780405 49.86050145030269, -97.14675580535395 49.86051515559554, -97.14670794368574 49.86056394598103, -97.14667802121173 49.860611372052425, -97.14667101889592 49.860660815809354, -97.14666734819158 49.860683655968074, -97.14666095659213 49.860723426247944, -97.14666378962193 49.86078293868232, -97.14665347654403 49.86085215228859, -97.14662367825383 49.8608962761127, -97.14655872544522 49.86099104588751, -97.14642875395671 49.861182235440076, -97.14637234483679 49.86125401599602, -97.14630660563769 49.861302520282834, -97.14624521725699 49.86137091691849, -97.14617108459066 49.8615051846037, -97.14614421921716 49.86153944382055, -97.14608588852477 49.8615946742951, -97.14606033278025 49.86161535812634, -97.14603184858824 49.8616343762569, -97.14600069440083 49.86165155612315, -97.14596715289761 49.86166674184103, -97.14593152842075 49.86167979562055, -97.14589414421337 49.86169059901616, -97.14585533948656 49.86169905400142, -97.14581546634135 49.86170508385859, -97.1457748865737 49.86170863387474, -97.14555053175746 49.86172750734171, -97.14550537615982 49.861734557826075, -97.14546156794039 49.86174454784704, -97.1454195637201 49.86175737327695, -97.1453798013174 49.861772900434126, -97.14534269518505 49.861790967476225, -97.14530863209022 49.86181138608701, -97.1452779670832 49.86183394343926, -97.14525564499918 49.86184767609229))"
Multiuse path,Near Day St,Off Road,true,79,W206938,"MULTILINESTRING ((-97.00271818444506 49.90304239097536, -97.00271505597159 49.90299671595545, -97.0027109286775 49.902973864312024, -97.002702836017 49.902952733893486, -97.00269262310792 49.902928671633944, -97.00268700256629 49.90290327043815, -97.0026863451444 49.902877171749005, -97.00269305538444 49.90249764011386, -97.00269720665388 49.90247853022533, -97.0027034333448 49.90246343714502, -97.00271088445682 49.90244583176673, -97.00271980624473 49.90243331851677, -97.00272896701757 49.902415018767535, -97.00273649725322 49.90239925445609, -97.00273744410688 49.90238600858811, -97.00273765825678 49.90234025242039))"
Multiuse path,Near Edgewood St,Off Road,true,106,W89579,"MULTILINESTRING ((-97.10522824403564 49.87937866517423, -97.10480297380258 49.87939877990443, -97.10423680951958 49.879458838091864, -97.10422276020427 49.87946032905933, -97.10376229627816 49.87951090739573))"
Multiuse path,Near Kenaston Bv,Off Road,true,7,W99094,"MULTILINESTRING ((-97.19395690545082 49.79531755685173, -97.1938861225332 49.795340531469336, -97.19388909467874 49.79535612901236))"
Multiuse path,Near Kenaston Bv,Off Road,true,2,W216985,"MULTILINESTRING ((-97.19963830657687 49.79914168808937, -97.1996164123694 49.799157086589446))"
Spur route,Near Henderson Hw,Off Road,true,2,W37131,"MULTILINESTRING ((-97.11298338927737 49.91811577708458, -97.11296554984176 49.918108701199635))"
Spur route,Near Highwood St,Off Road,true,36,W28987,"MULTILINESTRING ((-97.29985288727143 49.894106180257204, -97.29935768591181 49.89408541533873))"
Spur route,Near Highwood St,Off Road,true,36,W28986,"MULTILINESTRING ((-97.29914802997894 49.89448018789376, -97.29864956879744 49.8944593676401))"
Multiuse path,Near Hurst Wy,Off Road,true,895,W218321,"MULTILINESTRING ((-97.1771880486096 49.84701324101791, -97.17591167188098 49.84699266574438, -97.17546004299416 49.84699249778925, -97.17470730347436 49.84698777396885, -97.17443147212498 49.84699259605054, -97.17431409871313 49.847014173575346, -97.17395863910544 49.84712570594881, -97.1734262913324 49.847291487920096, -97.17325278307561 49.84733968033456, -97.17288115376755 49.84742039814186, -97.17248598670561 49.84749870648726, -97.17215397923754 49.84761467736582, -97.17195174820652 49.847714360669634, -97.17166546700952 49.8478707747563, -97.17140947939886 49.84797572027995, -97.17109271009424 49.848063409276506, -97.1706438571169 49.84814493828504, -97.17033188497446 49.84823066384271, -97.17001560992446 49.84834687701088, -97.16967663791951 49.848521806544404, -97.1694331982299 49.84862796445086, -97.16912049009028 49.84873302752063, -97.16882026230967 49.84879958218949, -97.16847272888997 49.84886742555605, -97.16819227216367 49.848952624906076, -97.16790870061506 49.84907851619966, -97.16777518785683 49.84915177785195, -97.16755735687882 49.84920537229468, -97.16732179351524 49.849186369101425, -97.16714018360273 49.849115254329796, -97.16667810943534 49.848838030499756, -97.16651954287083 49.8487407970638, -97.16637342712079 49.848564313760924, -97.16623554832395 49.848369805021385))"
Multiuse path,Near Hurst Wy,Off Road,true,8,W213364,"MULTILINESTRING ((-97.17894032386889 49.84672387918123, -97.17896920763216 49.84673124915416, -97.1789992655955 49.84673126944701, -97.1790433070027 49.84673137231103))"
Multiuse path,Near Hurst Wy,Off Road,true,7,W212212,"MULTILINESTRING ((-97.17936512394041 49.84673229143375, -97.17927210512121 49.8467330622384))"
Spur route,Near Glenbush St,Off Road,true,98,W207570,"MULTILINESTRING ((-97.2979071908854 49.848630006946316, -97.29719227348718 49.848602471751896, -97.29674505899847 49.84858537950915, -97.29667179338837 49.84857578611203, -97.29660660590405 49.848556792837044, -97.29655776816443 49.848535534955474))"
Spur route,Near Goldthorpe Cr,Off Road,true,47,W118440,"MULTILINESTRING ((-97.09830412881927 49.81920128359574, -97.09894615498555 49.81928750564281))"
Multiuse path (unpaved),Harte Trail,Off Road,true,60,W5504,"MULTILINESTRING ((-97.25819483586025 49.84461784530255, -97.2584450733056 49.84462862711851, -97.25867181222763 49.844637811533836, -97.25902535540669 49.84465280759207))"
Spur route,Near Kootenay Cr,Off Road,true,78,W20253,"MULTILINESTRING ((-97.02345454641693 49.89848233380834, -97.02344453213576 49.899184668241446))"
Multiuse path (unpaved),Near Lagimodiere Bv,Off Road,true,84,W220048,"MULTILINESTRING ((-97.04894421248957 49.839381954301736, -97.04895239615816 49.839404427673394, -97.0490613904034 49.83951455289284, -97.04905703441408 49.839622769650866, -97.04899842070435 49.83973705934592, -97.04898796425083 49.83986263952959, -97.04903331142859 49.83994374729164, -97.04919172940478 49.84003374511592, -97.0491972570205 49.840036055278794, -97.04920963299257 49.840049952960946))"
Multiuse path,Near Lagimodiere Bv,Off Road,true,5,W19502,"MULTILINESTRING ((-97.04962342103504 49.840035728879585, -97.04963803557578 49.840035477749616, -97.04969668504977 49.84003527525289))"
Multiuse path,Near Prairie Crocus Dr,Off Road,true,16,W226998,"MULTILINESTRING ((-97.04460338244067 49.90853277483039, -97.04438295279253 49.90853142115025))"
Multiuse path,Near Prairie Crocus Dr,Off Road,true,2,W226992,"MULTILINESTRING ((-97.04462842036914 49.908532928564235, -97.04460338244067 49.90853277483039))"
Spur route,Near Prevette St,Off Road,true,4,W99861,"MULTILINESTRING ((-97.06999055337006 49.9069845572018, -97.06997829447381 49.906999951446366, -97.06996603556965 49.90701534568951))"
Multiuse path (unpaved),Harte Trail,Off Road,true,98,W5502,"MULTILINESTRING ((-97.26853847493854 49.84505896191494, -97.2682320408109 49.84504663133532, -97.26799084188602 49.845037937225484, -97.26766899018823 49.84502481948296, -97.2674986323391 49.8450207624474, -97.26734372518482 49.84501474988953, -97.26717309039367 49.84501287450894))"
Multiuse path,Near Alfred Av,Off Road,true,5,W41103,"MULTILINESTRING ((-97.12925064832987 49.91478061528606, -97.12921550511463 49.914820635181165))"
Multiuse path (unpaved),Near Alfred Av,Off Road,true,1,W66660,"MULTILINESTRING ((-97.129291598055 49.91497489642729, -97.12930553469512 49.91497940742638))"
