Infrastructure Type,Infrastructure Name,Road Location,Two Way Travel,Length,ID,Location
Spur route,,Off Road,true,337,W210363,"MULTILINESTRING ((-97.01106610713997 49.9099436285285, -97.0109805224296 49.90989337021286, -97.01095706162958 49.90985613516745, -97.01094277044274 49.90981409127091, -97.01092365162083 49.909749202876874, -97.0109153389678 49.90971760776756, -97.01090918568441 49.909680255831574, -97.01090535573697 49.90964873763764, -97.01090474472488 49.909616860827484, -97.01091035655531 49.90957391688537, -97.01091949973495 49.90950744417664, -97.0109265856282 49.9094442469542, -97.01093304813479 49.909380625186046, -97.01093647270376 49.9093285390465, -97.01093859965589 49.90924454349399, -97.01093816771213 49.90913157628422, -97.01093628355875 49.90903718651439, -97.01093876292902 49.9089457685531, -97.01093976822477 49.90887460387133, -97.01094150981231 49.90881669497258, -97.0109353627631 49.90876361689853, -97.01092352660416 49.90869305957231, -97.01090691247758 49.90864518192541, -97.01087778023283 49.90859005405537, -97.01084759933326 49.9085448405462, -97.01081000010863 49.908508604400325, -97.01076785030276 49.90847394554834, -97.0107305852798 49.90844516438308, -97.01067176902329 49.908410633342854, -97.01061532713616 49.90838069535262, -97.01055214131534 49.9083589185665, -97.01049520605585 49.90834097365586, -97.01042157027115 49.90832398363458, -97.01033943959753 49.908310986248686, -97.01022963709485 49.90830082462156, -97.01013432475688 49.90829670549903, -97.0097517202242 49.90829758659536, -97.00968250969935 49.90829763986798, -97.00962047939316 49.90829450559415, -97.00955351345557 49.90828673420666, -97.0094930533465 49.90827659140018, -97.00941869253202 49.90826165753243, -97.00936411495535 49.90824871873046, -97.00931981729276 49.908235128736926, -97.00927119035772 49.90821773974355, -97.0092221444623 49.90819496350338, -97.00919955113703 49.90818340158947, -97.00915532843058 49.908152431180085, -97.00910458969788 49.908108519540065, -97.00906797307911 49.908064022722336, -97.00903265427941 49.90801913433375, -97.00895211478607 49.907910797909445, -97.0088871380203 49.90782817704774))"
Multiuse path,,Off Road,true,798,W211781,"MULTILINESTRING ((-97.17486840214941 49.78787156405186, -97.17506721671427 49.78803921335087, -97.17507821819278 49.7880484902444), (-97.17400616157309 49.78790207600411, -97.17403907940461 49.7878843623753, -97.17417020955959 49.78781379884917, -97.17427141695148 49.78776184237248, -97.17439424612357 49.78769931589193), (-97.17462356960723 49.78768435271075, -97.17478249432176 49.787807976023984, -97.17486840214941 49.78787156405186), (-97.17439424612357 49.78769931589193, -97.17441066850591 49.78770747344409, -97.17442892726513 49.78771378609756, -97.17444853265064 49.78771808452928, -97.17446895879108 49.787720253443155, -97.17448965779977 49.78772023466272, -97.17451007447083 49.78771802869175, -97.17454018740561 49.78771228915724, -97.17456931641594 49.78770471449248, -97.17459719538265 49.787695373898764, -97.17462356960723 49.78768435271075), (-97.17439424612357 49.78769931589193, -97.17438646261031 49.78768437685318, -97.17438286878607 49.78766878339972, -97.17438357721973 49.78765302398107, -97.17438856571623 49.78763759224497, -97.17439767801217 49.78762297157434, -97.17440399793588 49.78761518699386, -97.17441878504418 49.787600018462676, -97.17443447996372 49.7875852372272, -97.17445105852504 49.787570866049116, -97.17446849519801 49.78755692705864), (-97.17486215507343 49.78745350567795, -97.17487181673238 49.78746541967101, -97.17487771943668 49.78747832189866, -97.1748796382703 49.78749172074249, -97.17487750011583 49.78750510566088, -97.17487138644104 49.78751796664246, -97.17486153019516 49.78752981363921, -97.17483619647555 49.78755678603501, -97.17480764738592 49.78758237679602, -97.17477606176132 49.78760642561423, -97.1747416374594 49.78762878184059, -97.1747045901211 49.78764930542874, -97.17466515181972 49.78766786781239, -97.17462356960723 49.78768435271075), (-97.17446849519801 49.78755692705864, -97.17450014236186 49.787535534754134, -97.17453422688054 49.78751577434828, -97.17457054857275 49.78749776189411, -97.17460889411893 49.787481603178776, -97.17464903831416 49.787467393102354, -97.1746907453907 49.78745521512049, -97.17473377040263 49.78744514075433, -97.1747565879959 49.78744158276153, -97.17477992195253 49.78743994877955, -97.174803386887 49.787440265795375, -97.17482659525052 49.78744252857319, -97.17484916373179 49.78744669974078, -97.17486215507343 49.78745350567795), (-97.17497147686892 49.78739531657728, -97.17499276626053 49.78741095798797, -97.17501639626109 49.78744106605566, -97.17503565966625 49.78747245087786, -97.17505039394561 49.78750484766671, -97.17506047477937 49.78753798309602, -97.17506581710745 49.78757157760728, -97.1750663758475 49.78760534776812, -97.17506214627552 49.787639008663774, -97.1750531640661 49.78767227630061, -97.17503950499179 49.787704870002436, -97.17502128428401 49.78773651477834, -97.17499865566128 49.787766943642985, -97.17497181003253 49.787795899869124, -97.17494097388655 49.78782313915367, -97.17490640738137 49.787848431678995, -97.17486840214941 49.78787156405186), (-97.17486215507343 49.78745350567795, -97.17497147686892 49.78739531657728), (-97.17418543378042 49.78732899118881, -97.17446849519801 49.78755692705864), (-97.17409766841283 49.78726947006677, -97.17412573901704 49.78728850714155, -97.17418543378042 49.78732899118881), (-97.17497147686892 49.78739531657728, -97.17495524758941 49.78738305609453, -97.17491933246528 49.78735728319809, -97.1748797251275 49.78733388756338, -97.17483679918428 49.78731308987373, -97.17479095954559 49.787295086306656, -97.17474263860376 49.78728004668342, -97.17469229215496 49.78726811286731, -97.17464039510003 49.78725939742549, -97.17458743696521 49.787253982567364, -97.17453391728475 49.787251919369105, -97.17448034088943 49.78725322729197, -97.17442721314488 49.78725789399869, -97.17437503518504 49.78726587546987, -97.1743242991854 49.787277096419196, -97.17427548372089 49.787291451003455, -97.17422904925174 49.78730880382103, -97.17418543378042 49.78732899118881), (-97.17800840576199 49.78588194498022, -97.17797105216556 49.78580056342368, -97.17796120800003 49.78579399790094), (-97.17796120800003 49.78579399790094, -97.17786160692589 49.785926516447034, -97.17783396097148 49.78596024218103, -97.17781171841767 49.78598297379323, -97.17778886714534 49.78600292604906, -97.17774740254856 49.78602489365952, -97.17769293857484 49.78605127306324, -97.17761694168617 49.7860814683694, -97.17756772526312 49.7861010058222, -97.17752660676608 49.786113746208265, -97.17742743339006 49.78613223541186, -97.1773340973343 49.78615180251268, -97.17727092915736 49.78616718607808, -97.17716491190367 49.78619530343196, -97.17708887983146 49.786226421098796, -97.17704439126261 49.78625295716974, -97.17697122909708 49.78630258510241, -97.17693883249612 49.78633061974739, -97.1768603817675 49.78640957437321, -97.17679226850717 49.78648073378135, -97.17676260124983 49.78650730318993, -97.17672875545063 49.786528964498565, -97.17667974833343 49.78655603655116, -97.17657986413525 49.786590345287756, -97.17635948990348 49.78665308786044, -97.17630982734683 49.7866644118765, -97.17625696020302 49.78668232774328, -97.1762270626859 49.78669418052417, -97.17618915655022 49.78671628429037, -97.17616429285353 49.786739194416526, -97.17613910649911 49.78676260599464, -97.1760767017357 49.78682229086416, -97.17604462602256 49.78684321314134, -97.17601149378153 49.78686022290235, -97.17597737814403 49.786871373361755, -97.17592474275699 49.786879393364984, -97.17585154688757 49.786888993872076, -97.17581589006338 49.78689337455996, -97.17578306486479 49.78690220775915, -97.17575605970947 49.78691401318407, -97.17572354418051 49.786935737952135, -97.17567859505067 49.78697614254673, -97.17565084735321 49.7870099892511, -97.17562055793891 49.78703540003986, -97.17559508528447 49.787052744857654, -97.17556025395724 49.78706695215206, -97.17548709119534 49.78709234029511, -97.17541922770603 49.787114644209204, -97.17536753911466 49.78713525987298, -97.17531716668697 49.787163312920974, -97.17527260089852 49.78719570887139, -97.17519036602549 49.78727038303761, -97.17511754479978 49.787317379989524, -97.17497147686892 49.78739531657728), (-97.17871879108195 49.78517902757057, -97.17865527546682 49.78520548869191, -97.17843375150778 49.7853180724572, -97.17839022142103 49.785344264367644, -97.17835350440927 49.785367691228316, -97.1782930385686 49.78541474884658, -97.1782201359427 49.785480544516844, -97.17815709570603 49.78554663460886, -97.17798621974114 49.78575318403319, -97.17796120800003 49.78579399790094), (-97.17902516443293 49.78519722752559, -97.17897349871512 49.7851898743812, -97.17892017419227 49.78518444907924, -97.17884735647331 49.7851786475041, -97.17879716357153 49.785178423038914, -97.17871879108195 49.78517902757057), (-97.17886633047358 49.78500475488802, -97.17884771531908 49.785040641835515, -97.17883351352691 49.78506957683144, -97.17881603878851 49.785092515483974, -97.17879277736183 49.78511819405934, -97.17875504972312 49.785146572235874, -97.17871879108195 49.78517902757057))"
Spur route,,Off Road,true,43,W3021,"MULTILINESTRING ((-97.03354110426835 49.89976923428136, -97.03353311557653 49.89974489250379, -97.03352319138824 49.899715348846904, -97.03351201495893 49.89968780113348, -97.03349164412398 49.89964156452465, -97.03348015409001 49.89960732955215, -97.03347707277051 49.899587105397934, -97.03347744558039 49.8995635358373, -97.03348002103226 49.8995481984703, -97.03348447524112 49.89953465801526, -97.03349618265007 49.899505532583106, -97.03350723444524 49.89947415025125, -97.03352037519407 49.89941978302449, -97.03352170862395 49.89940618962561, -97.03351827344957 49.899389867770964))"
Multiuse path,,Off Road,true,366,W217340,"MULTILINESTRING ((-96.9662935092895 49.89160930115698, -96.96623064326926 49.891609358464194, -96.96618293537944 49.89161200241283, -96.96614489159333 49.89161974740655, -96.96610387532021 49.89163411224316, -96.96606233720317 49.89165020843379, -96.96601752412677 49.891669438103875, -96.96598144342437 49.89168388950691, -96.9659419315827 49.89169450954835, -96.96589621111632 49.89170328009527, -96.9658262732573 49.891711335531504, -96.96574961713009 49.89171898293029, -96.96568775575011 49.89172718002785, -96.96563384897422 49.89173841758271, -96.96558093426123 49.89175483215273, -96.96553934012654 49.89177037835242, -96.96550198152977 49.89178831882336, -96.96546798022675 49.89180531558536, -96.96542110235617 49.89182949126162, -96.96538400882982 49.89184948714551, -96.96534653295002 49.8918650742122, -96.96530962766398 49.89187777040723, -96.96527374167592 49.89188758360771, -96.96523620719488 49.89189388680718, -96.96519068150384 49.89189801909471, -96.96514077857104 49.89189946373097, -96.96509053667916 49.89189829160661, -96.96503458366456 49.89189411831719, -96.96497471432751 49.8918869753658, -96.96491012884275 49.891874528002404, -96.96484294877035 49.891859714345706, -96.96478525234457 49.89184361673234, -96.96472906058888 49.891823774371666, -96.96464213092878 49.89178743741406, -96.96457260296003 49.89175372667507, -96.96450872517659 49.89172446643144, -96.9644558696953 49.89170004112308, -96.9644020071012 49.89167820889208, -96.96434044355925 49.8916579819136, -96.96427704869693 49.89163859300145, -96.96421086413194 49.89162147575806, -96.96414364803815 49.891607531322656, -96.9640660754225 49.89159427520019, -96.96398962933547 49.89158626039125, -96.96390276571317 49.89158038323578, -96.96381621659809 49.891577702504144, -96.96373798525391 49.89158009932266, -96.96367051035425 49.891582975149134, -96.96361010473059 49.8915885859245, -96.9635560109585 49.89159547949478, -96.96349845975864 49.89160606027179, -96.96344047778399 49.891618095470456, -96.96338968709219 49.891629966908944, -96.96332926633062 49.891646600603586, -96.96326826258759 49.89166641498711, -96.96321953221035 49.89168267386981, -96.96316726106173 49.89169771016065, -96.9631172943813 49.891711336486395, -96.96307019071901 49.8917209518766, -96.9630177637266 49.8917290232576, -96.96295783096173 49.891734061828586, -96.96288723936179 49.89173630225039, -96.96281052471637 49.891734663872626, -96.96273354449409 49.89172866946099, -96.96266350224877 49.89171786545637, -96.96258748351734 49.89169970416472, -96.96249128883643 49.891670164829755, -96.9624121080204 49.891641794768155, -96.96233962107569 49.89161441259214, -96.96225097212361 49.89157630307666, -96.96217618395339 49.89153959753368, -96.96207649203443 49.89148649926024, -96.96201689440547 49.89145464955863, -96.96199173835791 49.89144120583765, -96.96188930212847 49.89138564249822, -96.96188506317866 49.891383343207416, -96.96180563309214 49.89133959369336, -96.9617358789327 49.8913006556795, -96.96172387124125 49.89129368949718, -96.96170081419024 49.8912803130933))"
Spur route,,Off Road,true,334,W205680,"MULTILINESTRING ((-97.08349821621334 49.95814645508557, -97.0834814275077 49.95810952693564, -97.0834631363352 49.958059242732475, -97.08345075058863 49.957999546295994, -97.08344947613162 49.95793883722986, -97.08344639610111 49.95787690205323, -97.0834442715502 49.95783760118826, -97.0834316501134 49.957783841983435, -97.08341685274021 49.95773838048194, -97.08340371155569 49.95769771131968, -97.08339720861792 49.95767344251317), (-97.08387836664258 49.95799705515542, -97.08382157824346 49.95795093768035, -97.08375124916984 49.95791049972852, -97.08370053339642 49.95788705318454, -97.08364641814242 49.95785641303959, -97.08359598568812 49.95782583373153, -97.08352962293442 49.95777832379047, -97.08345870097776 49.95771886218496, -97.0834235534045 49.95769092564828, -97.08339720861792 49.95767344251317), (-97.08339720861792 49.95767344251317, -97.08335962036658 49.95764506915901, -97.0832912216067 49.957604221911936, -97.08320813395238 49.95756000403947, -97.08307749421705 49.95750549021897, -97.08300121313076 49.95747566956594, -97.08289548647873 49.95744417585044, -97.08276856457094 49.95741011013308, -97.08268719709854 49.95739431897296, -97.08260690965813 49.95738008169275, -97.08254257096009 49.95736693667924, -97.0824804622399 49.957351624825066, -97.0824091896376 49.95733498523684, -97.08236372745408 49.95731876237626, -97.0823184467113 49.95729777752882, -97.08225331647637 49.95726576835008, -97.08220264961906 49.95724112568171, -97.08216314063516 49.95721429509422, -97.08211800139067 49.957189753859446, -97.08207839828584 49.95716529411782, -97.08204314520988 49.957151222272714, -97.08198715497097 49.95714067952145, -97.08186976486664 49.95712565468898, -97.08168192510989 49.95710510328664, -97.08138170311082 49.95706723035045, -97.08129967986919 49.95705913342634, -97.08125492390728 49.957057750671005, -97.08121494648714 49.95706061701002, -97.08118071981858 49.95706648283293, -97.08113559730513 49.95707777494286, -97.08110009591826 49.957087552838935, -97.08105260375373 49.957103827971494, -97.08100534369441 49.95713326829083, -97.08094817051658 49.95718399269006, -97.08068917560405 49.95740529056184))"
Spur route,,Off Road,true,47,W3723,"MULTILINESTRING ((-97.11234842147884 49.89621661922387, -97.11237695962917 49.89623518873478, -97.11237766769817 49.896235649468466, -97.11240262358756 49.896246308575975, -97.11249171670849 49.89627631914901, -97.11251984708554 49.89628820768832, -97.11254799685159 49.89629746417208, -97.11257547071459 49.896301480233895, -97.11259860346887 49.89630185688392, -97.11261753358055 49.89630052977505, -97.11264757852162 49.896287996424746, -97.11266647034131 49.896282733242096, -97.1126867193695 49.89628306292329, -97.11271603608053 49.89628711146881, -97.11273416870038 49.896291697221756, -97.1127505027504 49.89630076128569, -97.11276288134273 49.89631405148745, -97.11277516315843 49.89632972261207, -97.11280441679064 49.89638255606539, -97.11282010624053 49.89640542010883, -97.11282837235666 49.896416572899874))"
Spur route,,Off Road,true,94,W3022,"MULTILINESTRING ((-97.03351827344957 49.899389867770964, -97.03351067492048 49.899365532608975, -97.03350519668854 49.899346654609275, -97.03350388142584 49.899330999088605, -97.03350510689499 49.899315260595976, -97.03350889831918 49.8992940183661, -97.03351497868542 49.899269284887495, -97.03352693054174 49.8992393558958, -97.03354585165366 49.89919643340785, -97.03357171716252 49.89915072901361, -97.03360665519695 49.899096817099704, -97.03363660789807 49.899052483283434, -97.03365146994018 49.89902298186802, -97.03366632131548 49.898988941596265, -97.03368056151716 49.898950730504524, -97.03368542537726 49.898927111049126, -97.03368598840044 49.898908461608755, -97.03367950337726 49.89888074133939, -97.03367191036627 49.898861071027376, -97.03361962086707 49.898774201372326, -97.03360870661731 49.89874980996761, -97.03359806425685 49.89872353206004, -97.03359285872972 49.898712349218805, -97.03357705894652 49.898697708726225, -97.033545433432 49.898673553833646, -97.03351769497867 49.89865043240517, -97.03350664801093 49.89863410749172, -97.0335020111125 49.89860894004864, -97.03350263054666 49.898588904747974))"
Spur route,,Off Road,true,223,W205678,"MULTILINESTRING ((-97.08563701428994 49.95760306048858, -97.0856057266799 49.9575657377937, -97.08558630995353 49.9575517394297, -97.08555593170985 49.95752871283678), (-97.08610236127114 49.95739508980309, -97.08604781064092 49.95732536237737, -97.08601235937472 49.9572890802034), (-97.08555593170985 49.95752871283678, -97.08560383776008 49.95749065079225, -97.08562203944459 49.95747330887868, -97.0856440201124 49.95745365059708, -97.08567932215666 49.95743123878533, -97.08574166556087 49.95740903136629, -97.08581714657795 49.95738697405257, -97.08587309136243 49.957368183666404, -97.08593635997491 49.957338703318214, -97.08601235937472 49.9572890802034), (-97.08555593170985 49.95752871283678, -97.08553434385509 49.95753846612612, -97.08551569239975 49.95754390684743, -97.08548363246405 49.957546549214754, -97.08544768290288 49.957546550375326, -97.08541024166963 49.95754513712452, -97.08537536797911 49.95753949195978, -97.08534065507054 49.957529793936395, -97.08531110648163 49.95751807424422, -97.08527779268127 49.957503409101605, -97.08524934747719 49.9574809721152, -97.08523454572637 49.95746221305709, -97.0852262033478 49.95744375247655, -97.0852196570728 49.957419269443726, -97.08521762252845 49.95739595863131, -97.0852289892821 49.957360322712134, -97.08524007465185 49.95733177927545, -97.08525536418233 49.95731083275615, -97.08528558747668 49.95726730476868, -97.08531974694924 49.957223472488145, -97.08534239826517 49.95719896564182, -97.08538780704126 49.95714179364858), (-97.08601235937472 49.9572890802034, -97.08599018692942 49.957243487257124, -97.08595888621917 49.957190244553864, -97.0859259028374 49.95715263060471, -97.08589371750402 49.957128985405696, -97.08584017426554 49.95709844596713, -97.0857809340569 49.957078195237116, -97.08573045782146 49.95706959589566, -97.0856832211069 49.957068568453124, -97.08564939772583 49.95706919946153, -97.08562165262107 49.95707151663837, -97.08559812773538 49.95707588577219, -97.08558068112228 49.95708194108173, -97.08556611649514 49.957092801469486, -97.08554948951037 49.95710917822564, -97.08553061035452 49.95712036383742, -97.08551248674173 49.95712799379364, -97.08548697803707 49.957135898279056, -97.08546290185694 49.95713867244998, -97.0854370776268 49.95713903900425, -97.0854082928383 49.957136581463324, -97.08538780704126 49.95714179364858), (-97.08538780704126 49.95714179364858, -97.08537820124259 49.95713608463117, -97.08536813849683 49.957126403483606, -97.08535749307423 49.95711591979776, -97.08535001252481 49.95710310961544, -97.08534500415031 49.957089943792454, -97.08533681519442 49.95707950066358, -97.08532183956191 49.95706973839435, -97.08524585527034 49.957051306677485, -97.08516890119373 49.95703332844396, -97.08510564195782 49.95701558635771, -97.0850638096111 49.95699524258537))"
Spur route,,Off Road,true,179,W205679,"MULTILINESTRING ((-97.07932031046522 49.956429889833245, -97.07927091438435 49.95652236055855, -97.07924402014334 49.95658364861153, -97.07918575602514 49.95665717389605, -97.07914881137862 49.956727272493225, -97.07913684486572 49.956777578945875, -97.0790499644257 49.95685051955842, -97.07899204417988 49.95691108248257, -97.0789694695428 49.956977749844924, -97.07896209859237 49.95705567675671, -97.0789441117281 49.95711414675821, -97.0789212812919 49.95715141583176, -97.07893283916678 49.957182830933434, -97.0789757976647 49.95721201178725, -97.0790326967542 49.95724876201635, -97.0790649012557 49.95726215287615, -97.0791383548968 49.957276227010944, -97.07923045187508 49.95728118921856, -97.07928619523983 49.95727943208856, -97.079340427033 49.9572738972793, -97.07948377777736 49.957251639465866, -97.07966253113858 49.95723072466241, -97.0800970356135 49.95717519249167))"
Spur route,,Off Road,true,322,W205761,"MULTILINESTRING ((-97.23582927785279 49.87103844462933, -97.23582503633706 49.87105384193623, -97.23582776188502 49.871080049654346, -97.23583399262873 49.87111106822037, -97.23584162278232 49.871137350588626, -97.23585231831947 49.87116367961247, -97.23587912604773 49.87121919530567, -97.23589826702465 49.8712662686851, -97.23592167070271 49.871314199854275, -97.23596261498234 49.87138578900273, -97.23599367119505 49.87144255869994, -97.23602135216761 49.87149095140145, -97.23604102752685 49.8715233639391, -97.2360638549295 49.871553445694104, -97.23608967558316 49.87158555528692), (-97.23586562108517 49.87096831527347, -97.23586402299783 49.87097712600398, -97.23585085197575 49.87100190239606, -97.23583531527261 49.87102426403103, -97.23582927785279 49.87103844462933), (-97.23240244422519 49.87091528404908, -97.23243477480833 49.870942523449926, -97.23244617724943 49.870949437125205, -97.23245975437423 49.87095559104612, -97.23247586334676 49.87095960305484, -97.23249421209486 49.87096107223813, -97.23251231216788 49.870960951793585, -97.23252984979595 49.87095943516573, -97.23293957266661 49.870926829435504, -97.23332594049596 49.870895452111185, -97.23349709705805 49.870878237880866, -97.23368068837962 49.87085645539608, -97.23383607830931 49.87083424289677, -97.23401873223412 49.8708045164303, -97.23414831511836 49.870783496140696, -97.23423580454737 49.8707729352754, -97.23433538193262 49.87076731598467, -97.2344213850715 49.87076386858482, -97.23450607536988 49.8707627798729, -97.23455509204379 49.87076431940275, -97.2346101527326 49.870768329718175, -97.23465202520723 49.87077233737043, -97.23470250956075 49.87077568325335), (-97.23482252450503 49.870756300549445, -97.23489245349752 49.87076845384746, -97.23509451244789 49.87080841385192, -97.23522420100535 49.87083496894487, -97.2352753812222 49.87084447027357, -97.23527747970834 49.87084495815066, -97.23532647480894 49.87085634900946, -97.23540483892167 49.87087736497816, -97.23550429960257 49.870908613509876, -97.2355855559635 49.87093443088253, -97.23567892947258 49.8709643972252, -97.23573742680483 49.87098352472327, -97.23577281160395 49.87099710800852, -97.23580309670648 49.87101624093892, -97.23582927785279 49.87103844462933))"
Multiuse path (unpaved),,Off Road,true,85,W2922,"MULTILINESTRING ((-97.11196389280762 49.89936767112522, -97.11205564171955 49.89936076158608, -97.11224279963321 49.89934711255373, -97.11239597053195 49.89933925397389, -97.11250190966103 49.89933336300608, -97.11257879551428 49.89933225129924, -97.11266994338237 49.89933032126413, -97.11276604896116 49.89932637091205, -97.11293840180807 49.89931683360279, -97.11314195733394 49.899307458171144))"
Multiuse path,,Off Road,true,986,W205816,"MULTILINESTRING ((-97.23839784060115 49.867225098936956, -97.23841542562533 49.867213727549654, -97.23843378785669 49.86720140263777, -97.23847527541704 49.86716869295634, -97.23850217541163 49.86713819261886, -97.23852025602947 49.86711380953238, -97.23853365510661 49.86708518776736, -97.23854240974013 49.8670217660191, -97.23854418333225 49.86699259680464, -97.23856129828968 49.86673957304107, -97.23863471646968 49.866120322541775, -97.2387036631412 49.86542880065342, -97.2387629904276 49.8647141019507, -97.23882970916783 49.86401219830781, -97.2388959349883 49.86328831382885, -97.23897315990017 49.86255928535984, -97.23904003503893 49.86185323355187, -97.23912452199403 49.86114820425248, -97.23919053350842 49.86043678975147, -97.23925011898595 49.85973601010007, -97.23932408154411 49.859052684145006, -97.23937369977745 49.85845817192538, -97.23936943394413 49.85843852159219, -97.23934866455569 49.85840685138773))"
Spur route,,Off Road,true,92,W3275,"MULTILINESTRING ((-97.06327151833044 49.82471652376283, -97.06329816435266 49.82465354854403, -97.06331526102812 49.82460309782582, -97.06332124281629 49.82456660899719, -97.06331669385337 49.82452945629855, -97.06330640826269 49.824484889950014, -97.06329505757951 49.824448111410824, -97.06328075098546 49.82440981990927, -97.06325836916572 49.824366027066816, -97.06324083411106 49.82433304795431, -97.06322092150512 49.824302956201876, -97.06319337574253 49.8242751761054, -97.06315448733699 49.82424818209853, -97.06312950756318 49.82423503580167, -97.06310278808684 49.824220973924525, -97.06305014058763 49.82419862838391, -97.06298767711255 49.824176606570155, -97.06292857264755 49.82416488574753, -97.0628633616703 49.824155014205225, -97.06277637479279 49.82414282714267, -97.06268283945545 49.82412467631186))"
Spur route,,Off Road,true,11,W213804,"MULTILINESTRING ((-97.01834814185408 49.91356274263499, -97.01829624940251 49.913580728897536, -97.0182800793474 49.91358819384274, -97.01826470597378 49.91359767524133, -97.0182337530829 49.91362229411268))"
Multiuse path,,Off Road,true,335,W222653,"MULTILINESTRING ((-97.1066089993942 49.94280302141762, -97.10666317070212 49.942862372332655, -97.10671016807842 49.94292810011309, -97.10675202849892 49.94301023038616, -97.10676266073678 49.94303311508975), (-97.1066089993942 49.94280302141762, -97.10661875500661 49.94280531874325, -97.10677032222692 49.9428410108111, -97.106905450057 49.94287172966671), (-97.10658795903977 49.94279775605305, -97.10658870409914 49.94279794250478, -97.1066089993942 49.94280302141762), (-97.106501099213 49.942703311908026, -97.10658795903977 49.94279775605305), (-97.10505671605006 49.94284308507931, -97.10515233665272 49.94282064340338, -97.10530689359737 49.942791844865376, -97.10548186805397 49.9427613591324, -97.10565491336611 49.94273993929215, -97.1058593432366 49.942717011292935, -97.10604599576384 49.942701307455785, -97.1061962752447 49.94269276110778), (-97.1061962752447 49.94269276110778, -97.10630687595776 49.94272231056707, -97.1064880690838 49.94277275844938, -97.10658795903977 49.94279775605305), (-97.1054984893546 49.9424584751144, -97.1061962752447 49.94269276110778), (-97.10416972448135 49.942069702394996, -97.10428372975835 49.94208758870979, -97.10440957500687 49.94211696928891, -97.10451544254768 49.94214457556768, -97.10462689560589 49.94217155931085, -97.10471760353752 49.94218814112885, -97.10484442121991 49.94222113598657, -97.10494455493021 49.942252960754026, -97.10505439619895 49.9422912374067, -97.10518833593062 49.94234308995872, -97.10530682005998 49.94238498164243, -97.10543673877261 49.94243298333895))"
Spur route,,Off Road,true,117,W2203,"MULTILINESTRING ((-97.19251656392461 49.87882990043096, -97.19262533306619 49.8788512244274, -97.19277167784601 49.878878992854624, -97.19286383351242 49.87889630908989, -97.19293438596185 49.87891327606817, -97.19301022830966 49.87893905076012, -97.1930708570471 49.878964588238354, -97.19315688903008 49.8789954401431, -97.19322519149615 49.879019308626816, -97.19330055947957 49.879039263002156, -97.19336983716714 49.879055545337756, -97.19344902987112 49.87906572230114, -97.19351096763617 49.87907473602423, -97.1935438276688 49.87908419081085, -97.19363012744246 49.879117535636006, -97.19372946445434 49.87917159194333, -97.19380084159074 49.87920579205869, -97.19387681826991 49.879227991206626, -97.19393039120115 49.87923866289505, -97.19398881401756 49.87925418799468))"
Multiuse path,,Off Road,true,199,W210367,"MULTILINESTRING ((-97.02444777184505 49.90266547180357, -97.02444385355994 49.90262613368143, -97.02445471283946 49.902585861170884, -97.02447123946857 49.902542111465564, -97.02448653904624 49.90250633198638, -97.02456795989639 49.90243789254212, -97.02461239398349 49.90238469252755, -97.02469104944495 49.902311762336254, -97.0247381176201 49.90227772627723, -97.02478329435158 49.90224666596074, -97.0248268064814 49.90220762769213, -97.02486899082594 49.90214376119927, -97.02487890478272 49.90209023510596, -97.02487054775156 49.90203110382252, -97.02484333398381 49.90197814557486, -97.02482172088995 49.90193389516342, -97.02480540979639 49.90189878488431, -97.02479785472292 49.90188252226994, -97.02479068925572 49.90182893926759, -97.02479964926222 49.90177304243256, -97.02482005296432 49.901731143113935, -97.0248352914059 49.90168257786688, -97.02484255308121 49.901637532610835, -97.02483691632054 49.901546900848594, -97.02483754960802 49.901498622907205, -97.02485423767122 49.90144975900754, -97.02489422027722 49.901418537632395, -97.02495128880211 49.901379980412266, -97.02499862877146 49.90133768233821, -97.02502880995773 49.90129992784451, -97.02504642864149 49.90127115947346, -97.0250636148724 49.90124238373182, -97.02507687498283 49.901214379613826, -97.02508403541923 49.90118738959508, -97.02508906791185 49.90115952480634, -97.02508831272023 49.901082647988886, -97.02509861164788 49.9010555594414, -97.0251353133504 49.90102708475315))"
Spur route,,Off Road,true,67,W210374,"MULTILINESTRING ((-97.02524931192814 49.900245967025526, -97.0252012893676 49.90027781839113, -97.02512706738021 49.900350205527964, -97.02506209961795 49.900412592131914, -97.02500840562169 49.90046403242452, -97.02496614516096 49.90050292076918, -97.02492478897226 49.90053636491392, -97.02486819192943 49.900577867650014, -97.02481868974594 49.900611610762425, -97.02477822511754 49.90063981638776, -97.02474398152658 49.90066506337143, -97.02471515657116 49.90069040268025, -97.02468067053898 49.90072202997145))"
Spur route,,Off Road,true,78,W205553,"MULTILINESTRING ((-97.27582708292118 49.878518491189546, -97.27576610491516 49.878482886535046, -97.27566901419948 49.87841562237515, -97.2756352737424 49.87839011745785, -97.27556347743463 49.87831955697623, -97.2755352998647 49.87828997448868, -97.27550830583972 49.87826362971467, -97.27547770729805 49.878236756300666, -97.27543903081457 49.8782139770106, -97.27539459820035 49.8781944260759, -97.27534791476099 49.87818047545179, -97.27530838284348 49.878173353352196, -97.27527239820165 49.87816974120313, -97.27523760193637 49.87817116635551, -97.27514703437231 49.87818843599962, -97.27514544517062 49.87821532573978, -97.27514201366901 49.87825849920979, -97.2751437460513 49.87828952946492))"
